,tweet,is_quoted,tweet_quoted,name_of_who_I_answered,id user_str,lang_user,creation_date_of_tweet,result_type,number_of_retweet,retweeted,source,user_name,user_screen_name,location,user_description,number_of_follower,number_of_friend,is_verified,creation_date_of_account,like
231,Grazie da parte di una mamma #moderna @CampusBioMedico @SaluteLazio @RegioneLazio https://t.co/GIZY5S1MGu,False,None,,1384916726383525898,it,2021-04-21T17:07:32,recent,0,False,Fenix 2,Sergio di Sanno,sergiodis63,"Rome, Italy","Prog Rock, cats, radio. TLC engineer.",247,425,False,2013-07-29T13:57:05,1
232,"Arriva il 4° #vaccino e il nuovo piano regionale di #Figliuolo. Intanto la Maggioranza di #Governo tiene: #Salvini non voterà la #sfiducia a #Speranza proposta da #Meloni.

#Janssen #Johnsonandjohnson #astrazeneca #pfizer #moderna #vaccini #covid #coronavirus #coprifuoco https://t.co/7taBbmN9qc",False,None,,1384916063331225607,it,2021-04-21T17:04:54,recent,0,False,Twitter Web App,Politica In Pillole,PilloleIn,,"Politica in Pillole è un progetto di comunicazione politica nazionale, apartitico ed imparziale.

Aiuta a comprendere la politica e tutto ciò che ruota attorno.",11,0,False,2020-09-01T14:41:59,0
233,"#israele cancella gli ordini per il vaccino #astrazeneca dovuto al rischio di coaguli nel sangue. Ne erano stati prenotati 10 milioni di dosi.

#israele360 #vaccino #covid19 #pfizer #moderna #JohnsonandJohnson",False,Retweeted a retweet,,1384911732481613824,it,2021-04-21T16:47:42,recent,3,False,Twitter for iPhone,partimeasylover,partimeasylover,Milan,"39 years old, my daughter.",126,73,False,2011-03-03T13:26:46,0
234,"#VacciniCovid #Lombardia: a papà hanno fatto #Moderna, a mamma #AstraZenaca!
Sbaglierò ma di questo passo a me faranno un #buono; naturalmente quello della #SoraLella... https://t.co/Xy9Dv7iMZE",False,None,,1384902958790348803,it,2021-04-21T16:12:50,recent,0,False,Twitter Web App,よか男© 🔰~🐧,yokaotoko_7,"Dolphin Hotel, Room 140","I am a free prince, and I have as much authority to make war on the  whole world as he who has 100 sail of ships at sea and an army of  100000 men in the field.",111,386,False,2017-03-02T06:30:04,0
235,"E chi lo avrebbe mai detto eh? #prizer &amp; #moderna 🆚 #AstraZeneca… 
P. S. 
è anche questione geopolitica usa-Germania vs Inghilterra &amp; #brexit 🤮🤮🤮🤮 https://t.co/S4wmkAJwLg",True,Retweeted a retweet,,1384894994692157442,it,2021-04-21T15:41:11,recent,1,False,Twitter Web App,Stella,Stella72646015,,,136,105,False,2019-02-09T22:48:17,0
236,"Katalin Karikó è la scienziata ungherese le cui ricerche su #mRNA hanno permesso di mettere a punto i #vaccini anticovid #Pfizer e #Moderna 
#COVIDー19 
https://t.co/Zx9wiEFtnU",False,None,,1384893781653270528,it,2021-04-21T15:36:22,recent,0,False,Twitter for iPhone,Maria Rita Milesi,MariaRitaMilesi,Bergamo,"La follia, anche nelle sue forme più lievi, implica la più grande sofferenza che ai medici è dato di incontrare (Emil Kraepelin)",199,458,False,2014-11-16T18:10:33,0
237,"#COVID19 . Il parere della Cts di @Aifa_ufficiale  su #Janssen (per tutti ma meglio over 60) e le nuove note per il consenso informato per i vaccini Janssen, #Pfizer e #Moderna #Sanità https://t.co/cn967iSgKj",False,None,,1384883434020028418,it,2021-04-21T14:55:15,recent,1,False,Twitter Web App,Quotidiano Sanità,QSanit,Italia,"Il primo quotidiano online tutto dedicato alla sanità, con accesso libero e gratuito.",38999,1540,False,2011-06-21T13:56:21,2
238,"Qualcuno ha letto i ""contratti segreti"" di #Pfizer e #Moderna?
Sconcertante.
""Le case farmaceutiche rispondono soltanto in caso di dolo o dimostrata violazione delle Good manifacturing practice. I brevetti restano in mano a privati, nonostante la manleva e finanziamenti pubblici"" https://t.co/khymZCCC07",True,Retweeted a retweet,,1384882716731133957,it,2021-04-21T14:52:24,recent,4,False,Twitter Web App,Apollo_MX5 ⭐⭐⭐⭐⭐,Apollo_MX5,Italia,"ICT - https://t.co/XxG9GwLvNG

M5S, onestà.",1474,1287,False,2014-02-13T14:49:02,0
239,"Qualcuno ha letto i ""contratti segreti"" di #Pfizer e #Moderna?
Sconcertante.
""Le case farmaceutiche rispondono soltanto in caso di dolo o dimostrata violazione delle Good manifacturing practice. I brevetti restano in mano a privati, nonostante la manleva e finanziamenti pubblici"" https://t.co/khymZCCC07",True,"Esclusiva #Report: ecco i contratti ""segreti"" di Pfizer e Moderna per i vaccini anti-Covid

https://t.co/GVxXqG9JD5",,1384882276455096322,it,2021-04-21T14:50:39,recent,4,False,Twitter Web App,Cinzia,CCKKI,,"Se un uomo non ha scoperto qualcosa per cui è disposto a morire non è degno di vivere.
Martin Luther King",4760,3700,False,2011-09-24T07:24:23,4
240,"E chi lo avrebbe mai detto eh? #prizer &amp; #moderna 🆚 #AstraZeneca… 
P. S. 
è anche questione geopolitica usa-Germania vs Inghilterra &amp; #brexit 🤮🤮🤮🤮 https://t.co/S4wmkAJwLg",True,"""I vaccini Pfizer e Moderna hanno provocato più decessi rispetto ad AstraZeneca. Eppure sono quelli destinati a rimanere soli sul mercato""
https://t.co/BmVQL4o4VA https://t.co/KDBhBidRVq",,1384878849146724354,it,2021-04-21T14:37:02,recent,1,False,Twitter for iPhone,🏴‍☠️Clarence10🏴‍☠️,10clarenc3,vicino le porte di Tannhäuser,con l’avvento di Twitter il monologo di Roy Batty sparisce come lacrime nella pioggia...,115,129,False,2020-10-24T13:49:15,1
241,#Moderna: accordo con Israele per la fornitura dei vaccini anti-#Covid nel 2022 https://t.co/GBFwIdhnDz,False,None,,1384878147066372103,it,2021-04-21T14:34:14,recent,0,False,PostPickr,Business24 - La Tv del Lavoro,tvbusiness24,"Genova, Italy",Business24 è la testata più importante in Italia per l’informazione del settore imprese.,5041,802,False,2012-08-11T11:21:10,0
242,"Il ""padrone del vapore"" intravede un guadagno in tutto questo, non v'è altra spiegazione.
E pare ci sia una fettina di torta per tutti....ergo, noi siamo fottuti.

#COVID19 #COVIDIOTS 
#VacciniCovid #Pfizer #Moderna",False,Retweeted a retweet,,1384854518622560262,it,2021-04-21T13:00:21,recent,3,False,Twitter for iPad,rosaroccaforte,rosaroccaforte,,"vivo a milano, sposata, con una figlia, medico",548,145,False,2019-09-19T20:22:59,0
243,"Il ""padrone del vapore"" intravede un guadagno in tutto questo, non v'è altra spiegazione.
E pare ci sia una fettina di torta per tutti....ergo, noi siamo fottuti.

#COVID19 #COVIDIOTS 
#VacciniCovid #Pfizer #Moderna",False,Retweeted a retweet,,1384853084665491456,it,2021-04-21T12:54:39,recent,3,False,Twitter Web App,tartaruga2020,tartaruga20201,,,159,294,False,2020-02-25T07:05:48,0
244,"Il ""padrone del vapore"" intravede un guadagno in tutto questo, non v'è altra spiegazione.
E pare ci sia una fettina di torta per tutti....ergo, noi siamo fottuti.

#COVID19 #COVIDIOTS 
#VacciniCovid #Pfizer #Moderna",False,Retweeted a retweet,,1384853063949856768,it,2021-04-21T12:54:34,recent,3,False,Twitter Web App,L. N. A.,LuigiF97101292,,"Combattere il Partito Unico Europeista.
CONTANTE LIBERO.
Stop buonismo e gender.
NO IUS SOLI.
Membro della Lega Nazionale Anti-Ue.",295,485,False,2019-07-30T15:29:21,0
245,"Il ""padrone del vapore"" intravede un guadagno in tutto questo, non v'è altra spiegazione.
E pare ci sia una fettina di torta per tutti....ergo, noi siamo fottuti.

#COVID19 #COVIDIOTS 
#VacciniCovid #Pfizer #Moderna",False,None,,1384852861499158531,it,2021-04-21T12:53:46,recent,3,False,Twitter Web App,Rivi Matteo,matteo_rivi,Italia,"""Che epoca terribile, quella in cui degli idioti governano dei ciechi"" (W.Shakespeare).",526,722,False,2020-04-27T15:24:01,5
246,"#israele cancella gli ordini per il vaccino #astrazeneca dovuto al rischio di coaguli nel sangue. Ne erano stati prenotati 10 milioni di dosi.

#israele360 #vaccino #covid19 #pfizer #moderna #JohnsonandJohnson",False,Retweeted a retweet,,1384845746495791105,it,2021-04-21T12:25:29,recent,3,False,Twitter for Android,Giulia Fiorentino,GiuliaFiorent13,Italia.   ....Roma ,"Insegnante   e. Consulente ,  Romana , alta 1,70 ,  66 kg ,  anni 50 e più ,    EBREA  ,  Sionista , Ricchissima .
non  stringo  mai le mani !",1233,2036,False,2017-07-11T14:31:04,0
247,"Più semplice se si parte dal #DNA
Più complesso se si parte da un #virus reso inoffensivo
Non è facile riconvertire in #Italia le tecnologie per la produzione dei #VacciniCovid verso l' #mRNA come in #Moderna e #BioNTechpfizer
#ansascienza
@AnsaScienza
https://t.co/5cPmAxBphk",False,Retweeted a retweet,,1384830572158234624,it,2021-04-21T11:25:11,recent,2,False,Twitter for iPhone,Paolo,Paoloboi69,Italia,,209,266,False,2017-08-08T21:23:37,0
248,"🇮🇱
Dopo i nuovi contratti con #PfizerBiontech e #Moderna Israele non vuole più il vaccino #AstraZeneca e sta valutando con la società se una grande spedizione già programmata possa essere inviata altrove, ha detto oggi il coordinatore della pandemia israeliana Prof. Nachman Ash.",False,Retweeted a retweet,,1384830100710072326,it,2021-04-21T11:23:19,recent,3,False,Twitter for Android,Annalisa,Annalis80790333,,La mia specialità è?,998,1005,False,2020-04-15T21:03:08,0
249,"🇮🇱
Dopo i nuovi contratti con #PfizerBiontech e #Moderna Israele non vuole più il vaccino #AstraZeneca e sta valutando con la società se una grande spedizione già programmata possa essere inviata altrove, ha detto oggi il coordinatore della pandemia israeliana Prof. Nachman Ash.",False,Retweeted a retweet,,1384829612400816128,it,2021-04-21T11:21:23,recent,3,False,Twitter for Android,rosenkranz,iannetts70,,#sosrojava,6326,4974,False,2013-07-22T12:37:56,0
250,"🇮🇱
Dopo i nuovi contratti con #PfizerBiontech e #Moderna Israele non vuole più il vaccino #AstraZeneca e sta valutando con la società se una grande spedizione già programmata possa essere inviata altrove, ha detto oggi il coordinatore della pandemia israeliana Prof. Nachman Ash.",False,None,,1384829108727783426,it,2021-04-21T11:19:23,recent,3,False,Twitter Web App,Gabriele Iuvinale - EX ⚠️,GabrieleIuvina1,,qui blogger Extrema ratio,2426,3772,False,2020-05-24T19:22:15,4
251,"#Vaccino #covid italiano #Reithera: 
Nei laboratori laziali si potrebbe anche produrre il vaccino tedesco #CureVac, a #mRna come #Pfizer e #Moderna, in collaborazione con #Novartis.
A cura di Eleonora Lorusso
https://t.co/DvjDh2hEYg",False,None,,1384804119207161857,it,2021-04-21T09:40:05,recent,0,False,Twitter Web App,The Italian Times,TheItalianTimes,,"The Italian Times, notizie e approfondimenti dall'Italia e dal mondo.",446,14,False,2018-07-11T11:14:48,1
252,"Più semplice se si parte dal #DNA
Più complesso se si parte da un #virus reso inoffensivo
Non è facile riconvertire in #Italia le tecnologie per la produzione dei #VacciniCovid verso l' #mRNA come in #Moderna e #BioNTechpfizer
#ansascienza
@AnsaScienza
https://t.co/5cPmAxBphk",False,None,,1384802426461503489,it,2021-04-21T09:33:21,recent,2,False,Twitter Web App,ANSA Scienza&Tecnica,AnsaScienza,Italy,"Il canale Scienza&Tecnica dell'ANSA, che con testi, immagini e video racconta ogni giorno le principali novità scientifiche dalle fonti più attendibili",36047,0,False,2011-06-27T12:01:38,6
253,"Allora i vaccini vanno per fascia d’età: 30-65 anni il #JohnsonAndJohnson
60-80 anni il #AstraZeneca
Over 80 #Pfizer e #Moderna 

E noi poveri cogli0ni dai 18 ai 30?",False,None,,1384797846579331077,it,2021-04-21T09:15:09,recent,0,False,Twitter for iPhone,V̲⚡️,yousaywhatIsaid,Italy,I'm a scorpio and you can see it 🦂,989,706,False,2017-01-18T08:58:16,23
254,"Israele acquista 18 milioni di dosi di vaccino per il 2022

https://t.co/gx01llbQXN

#israele360 #israele #pfizer #moderna #vaccino",False,None,,1384791033616154626,it,2021-04-21T08:48:05,recent,0,False,Twitter Web App,israele360,israele360,Tel Aviv - Israel,"🇮🇱 Fonte di informazione indipendente, imparziale e apolitica in diretta da Tel Aviv - Facebook - https://t.co/TRM1mqMzFZ 🇮🇱 - https://t.co/G4Lpi08nAx 🇮🇱",1693,799,False,2013-10-02T10:04:53,8
255,"#Covid, #Magrini: ""Possibile ok #vaccino #Curevac. Non risultano eventi avversi con #Pfizer e #Moderna"" https://t.co/adkyCvU94v",False,None,,1384790323826593794,it,2021-04-21T08:45:16,recent,0,False,WordPress.com,La Rampa,larampait,,"FB: https://t.co/7dGVAjH8II 
Mail: redazione@larampa.it | larampa@live.it",501,475,False,2013-03-15T16:59:51,0
256,"@Rafols46968519 Però, come antiforfora è meglio di #moderna e contro le doppie punte è meglio di #Pfizer",False,None,Rafols46968519,1384780812630073344,it,2021-04-21T08:07:28,recent,0,False,Twitter Web App,@noventano,noventano,,actually i'm speechless,292,257,False,2019-04-03T14:37:15,1
257,"#israele cancella gli ordini per il vaccino #astrazeneca dovuto al rischio di coaguli nel sangue. Ne erano stati prenotati 10 milioni di dosi.

#israele360 #vaccino #covid19 #pfizer #moderna #JohnsonandJohnson",False,Retweeted a retweet,,1384774524072308738,it,2021-04-21T07:42:29,recent,3,False,Twitter for iPhone,nan,nan_nan_an,,Italy. RT are not endorsement,1281,1839,False,2009-08-29T15:55:14,0
258,"#israele cancella gli ordini per il vaccino #astrazeneca dovuto al rischio di coaguli nel sangue. Ne erano stati prenotati 10 milioni di dosi.

#israele360 #vaccino #covid19 #pfizer #moderna #JohnsonandJohnson",False,None,,1384767492946595841,it,2021-04-21T07:14:32,recent,3,False,Twitter Web App,israele360,israele360,Tel Aviv - Israel,"🇮🇱 Fonte di informazione indipendente, imparziale e apolitica in diretta da Tel Aviv - Facebook - https://t.co/TRM1mqMzFZ 🇮🇱 - https://t.co/G4Lpi08nAx 🇮🇱",1693,799,False,2013-10-02T10:04:53,12
259,"Nicola Magrini, dir. @Aifa_ufficiale: ""Questo campanello d'allarme non si è verificato per i due vaccini rna #Pfizer e #Moderna. E' la prima volta che si hanno dei sistemi di monitoraggio così rapidi. Gli Usa hanno fermato #JohnsonandJohnson per sei casi, si va per stop and go""",False,None,,1384759032888561666,it,2021-04-21T06:40:55,recent,0,False,Twitter Web App,24 Mattino,24Mattino,Milano - Italia ,"Dalle 6:30 il racconto dei fatti, le analisi e la rassegna stampa di @Radio24_news di @simonespetia",7493,1306,False,2017-09-07T09:11:52,0
260,"Sono arrivati a destinazione in queste ore i #furgoni del #corriere di #PosteItaliane, SDA, per la consegna in #Liguria di 10.300 dosi del #vaccino #Moderna. https://t.co/HELznnRt5s",False,Retweeted a retweet,,1384754140073664512,it,2021-04-21T06:21:29,recent,1,False,Twitter for Android,Stasera solo un TG,StaserasolounTG,Genova,"Non serve seguire tanti TG,Ne basta uno..Però di buon livello",2330,2537,False,2013-03-15T06:27:08,0
261,"@MedicalFactsIT Ottimi dati! Sarebbe interessante vedere uno studio simile fatto ""sul campo"" per gli altri vaccini. #Astrazeneca largamente usato in UK, #Moderna e #JohnsonandJohnson largamente usati in US.",False,None,MedicalFactsIT,1384753254161129472,it,2021-04-21T06:17:57,recent,0,False,Twitter for Android,Massimiliano Rossi,Maziro79,,"Ingegnere delle telecomunicazioni, marito e papà. Appassionato di tecnologia, storia e di Milano.",90,361,False,2014-04-01T17:29:43,1
262,I farmaci #Anticovid #Pfizer e #Moderna sarebbero 30 volte più pericolosi di #AstraZeneca secondo l'università di #Oxford https://t.co/bgRaFjuQsb,True,Retweeted a retweet,,1384748900398030848,it,2021-04-21T06:00:39,recent,8,False,Twitter Web App,Cesare Baronio,Cesare_Baronio,Italia,"Orgogliosamente controrivoluzionario e tradizionalista, intollerante e reazionario. Pronto alla migrazione su Gab, Parler, Signal e Telegram.",1496,246,False,2013-12-30T16:28:24,0
263,"#over60 #vaccini #eventiavversi
#COVID19 #Pfizer #AstraZeneca #JohnsonandJohnson #moderna

All’università mi spiegarono cose fosse un OLIGOPOLIO COLLUSIVO O ORGANIZZATO https://t.co/d0mTf4Clzr",False,None,,1384746469748625409,it,2021-04-21T05:51:00,recent,0,False,Twitter for iPhone,♻️ ItalyUp&Down ♻️,ItalyUpDown,Italia,"Vida dura, vida hermosa",185,550,False,2016-10-30T13:33:15,0
264,"La gggente vuole scegliere
#JohnsonandJohnson #Pfizer #AstraZeneca #Sputnik #moderna https://t.co/iE47eo8SDJ",False,Retweeted a retweet,,1384617119707541512,it,2021-04-20T21:17:00,recent,342,False,Twitter for Android,cinziapupillo,cindykia25644,,,42,31,False,2017-11-10T13:50:40,0
265,I farmaci #Anticovid #Pfizer e #Moderna sarebbero 30 volte più pericolosi di #AstraZeneca secondo l'università di #Oxford https://t.co/bgRaFjuQsb,True,Retweeted a retweet,,1384606009814044679,it,2021-04-20T20:32:52,recent,8,False,Twitter for iPhone,mariam✝️🇮🇹,mariadmarzano,,Life is #art....but no human being can buy it because it is a gift of God! #DIOc'è #God is there - Instagram meryart.marz MariaM,761,433,False,2015-05-09T14:09:56,0
266,I farmaci #Anticovid #Pfizer e #Moderna sarebbero 30 volte più pericolosi di #AstraZeneca secondo l'università di #Oxford https://t.co/bgRaFjuQsb,True,Retweeted a retweet,,1384603979011723264,it,2021-04-20T20:24:47,recent,8,False,Twitter for Android,gi(ov)anni,giovann92669360,,Leggo ItaliaOggi,153,379,False,2018-02-17T08:31:08,0
